Id,Block,Street_Name,Town,Latitude,Longitude,Postal_Code,Near_Supermarkets,Near_Mrts,Near_Foodcourts,Near_Clinics,Near_Dengues,Supermarket_Score,Mrt_Score,Foodcourt_Score,Clinic_Score,Dengue_Score
1298,205B,COMPASSVALE LANE,SENGKANG,1.386,103.897,542205,"[[144, 407.405]]","[[86, 501.155]]",[],"[[796, 84.359]]",[],2.148,2.157,0,2.319,10
1299,682D,WOODLANDS DR 73,WOODLANDS,1.441,103.805,734682,"[[245, 266.781]]","[[115, 417.668]]",[],"[[1495, 329.332]]",[],2.764,1.565,0,1.089,10
1300,103B,DEPOT RD,BUKIT MERAH,1.281,103.813,102103,"[[374, 315.574]]",[],"[[37, 572.281]]","[[747, 475.906]]",[],2.299,0,2.226,1.3,10
1301,960,HOUGANG AVE 9,HOUGANG,1.377,103.878,530960,"[[3, 163.635]]",[],[],"[[1524, 163.635]]",[],3.159,0,0,1.253,10
1302,698C,HOUGANG ST 52,HOUGANG,1.375,103.888,533698,"[[11, 270.725]]","[[66, 641.302]]",[],"[[1536, 270.725]]",[],3.351,0.964,0,5.132,10
1303,970,HOUGANG ST 91,HOUGANG,1.379,103.88,530970,"[[0, 259.899]]",[],[],"[[398, 259.899]]",[],2.819,0,0,1.474,10
1304,664C,JURONG WEST ST 64,JURONG WEST,1.338,103.703,643664,"[[424, 279.682]]","[[106, 326.312]]",[],"[[1497, 328.927]]",[],2.519,2.746,0,2.389,10
1305,226C,COMPASSVALE WALK,SENGKANG,1.388,103.9,543226,"[[151, 359.28]]","[[73, 632.548]]",[],"[[1157, 359.28]]",[],1.856,1.062,0,2.456,10
1306,192C,RIVERVALE DR,SENGKANG,1.395,103.903,543192,"[[150, 370.169]]","[[73, 891.871]]",[],"[[1491, 370.169]]",[],1.751,0.291,0,2.035,10
1307,682B,WOODLANDS DR 62,WOODLANDS,1.441,103.804,732682,"[[241, 252.963]]","[[115, 306.776]]",[],"[[1495, 216.355]]",[],2.992,1.864,0,1.403,10
1308,683A,WOODLANDS DR 62,WOODLANDS,1.44,103.803,731683,"[[241, 148.626]]","[[115, 218.528]]",[],"[[1495, 129.045]]",[],3.29,2.101,0,1.829,10
1309,682C,WOODLANDS DR 73,WOODLANDS,1.441,103.804,733682,"[[241, 315.693]]","[[115, 364.665]]",[],"[[1495, 275.35]]",[],2.871,1.708,0,1.236,10
1310,103A,DEPOT RD,BUKIT MERAH,1.281,103.813,101103,"[[374, 340.088]]",[],"[[37, 557.073]]","[[747, 462.071]]",[],2.305,0,2.285,1.307,10
1311,106B,DEPOT RD,BUKIT MERAH,1.281,103.811,102106,"[[374, 79.467]]",[],"[[24, 768.467]]","[[1406, 547.165]]",[],2.184,0,2.055,1.05,10
1312,972,HOUGANG ST 91,HOUGANG,1.378,103.879,530972,"[[3, 244.547]]",[],[],"[[1524, 244.547]]",[],2.823,0,0,1.141,10
1313,973,HOUGANG ST 91,HOUGANG,1.378,103.88,530973,"[[3, 200.1]]",[],[],"[[1524, 200.1]]",[],3.039,0,0,1.49,10
1314,664B,JURONG WEST ST 64,JURONG WEST,1.338,103.704,642664,"[[424, 230.302]]","[[106, 276.969]]",[],"[[1497, 279.211]]",[],2.503,2.746,0,2.507,10
1315,664D,JURONG WEST ST 64,JURONG WEST,1.339,103.703,644664,"[[424, 291.342]]","[[106, 366.632]]",[],"[[1497, 366.248]]",[],2.442,2.709,0,2.509,10
1316,339B,SEMBAWANG CL,SEMBAWANG,1.448,103.818,752339,"[[293, 185.382]]","[[28, 299.291]]",[],"[[518, 185.382]]",[],4.095,1.884,0,2.728,10
1317,227C,COMPASSVALE DR,SENGKANG,1.387,103.901,543227,"[[151, 160.764]]","[[73, 830.76]]",[],"[[1157, 160.764]]",[],1.994,0.477,0,2.217,10
1318,259B,COMPASSVALE RD,SENGKANG,1.394,103.898,542259,"[[153, 203.486]]","[[73, 330.244]]",[],"[[475, 203.486]]",[],1.284,1.8,0,1.923,10
1319,116A,RIVERVALE DR,SENGKANG,1.382,103.902,541116,"[[151, 337.925]]",[],[],"[[1157, 337.925]]",[],1.564,0,0,1.033,10
1320,681A,WOODLANDS DR 62,WOODLANDS,1.44,103.804,731681,"[[241, 247.431]]","[[115, 333.448]]",[],"[[1495, 246.22]]",[],2.799,1.792,0,1.256,10
1321,681B,WOODLANDS DR 62,WOODLANDS,1.439,103.803,732681,"[[241, 200.237]]","[[115, 295.08]]",[],"[[1556, 200.237]]",[],2.937,1.895,0,1.47,10
1322,683C,WOODLANDS DR 62,WOODLANDS,1.441,103.803,733683,"[[241, 243.913]]","[[115, 268.869]]",[],"[[1495, 185.348]]",[],3.168,1.965,0,1.631,10
1323,683D,WOODLANDS DR 62,WOODLANDS,1.441,103.803,734683,"[[241, 201.753]]","[[115, 239.82]]",[],"[[1495, 151.423]]",[],3.249,2.044,0,1.737,10
1324,115A,YISHUN RING RD,YISHUN,1.433,103.828,761115,"[[261, 310.363]]","[[63, 937.418]]","[[100, 198.225]]","[[384, 172.222]]",[],1.068,0.168,1.992,3.997,10
1325,106A,DEPOT RD,BUKIT MERAH,1.281,103.811,101106,"[[374, 98.132]]",[],"[[37, 776.231]]","[[1406, 539.19]]",[],2.199,0,2.045,1.058,10
1326,296C,CHOA CHU KANG AVE 2,CHOA CHU KANG,1.377,103.742,683296,"[[463, 258.172]]",[],[],"[[895, 258.172]]",[],2.575,0,0,1.506,10
1327,650C,JURONG WEST ST 61,JURONG WEST,1.338,103.696,643650,"[[417, 350.975]]","[[3, 139.417]]",[],"[[805, 350.975]]",[],2.374,2.313,0,1.982,10
1328,668B,JURONG WEST ST 64,JURONG WEST,1.342,103.703,642668,"[[424, 354.949]]","[[106, 474.583]]",[],"[[401, 339.934]]",[],2.399,1.872,0,2.664,10
1329,668D,JURONG WEST ST 64,JURONG WEST,1.341,103.703,644668,"[[424, 332.645]]","[[106, 450.632]]",[],"[[1463, 414.585]]",[],2.381,2.144,0,2.688,10
1330,684A,JURONG WEST ST 64,JURONG WEST,1.344,103.704,641684,"[[424, 533.493]]","[[106, 645.168]]","[[95, 998.402]]","[[401, 132.15]]",[],2.167,0.954,0.004,2.235,10
1331,660C,JURONG WEST ST 64,JURONG WEST,1.337,103.704,643660,"[[424, 356.442]]","[[106, 337.7]]",[],"[[1497, 346.404]]",[],2.423,2.534,0,1.94,10
1332,663D,JURONG WEST ST 65,JURONG WEST,1.339,103.702,644663,"[[424, 342.042]]","[[106, 414.969]]",[],"[[1497, 415.058]]",[],2.444,2.715,0,2.406,10
1333,667C,JURONG WEST ST 65,JURONG WEST,1.341,103.702,643667,"[[424, 391.308]]","[[106, 505.545]]",[],"[[401, 439.545]]",[],2.284,2.189,0,2.591,10
1334,357A,ADMIRALTY DR,SEMBAWANG,1.45,103.817,751357,"[[292, 183.141]]","[[28, 355.815]]",[],"[[1095, 183.141]]",[],4.701,1.732,0,3.034,10
1335,188C,RIVERVALE DR,SENGKANG,1.395,103.905,543188,"[[150, 358.537]]",[],[],"[[1491, 358.537]]",[],2.164,0,0,2.334,10
1336,188D,RIVERVALE DR,SENGKANG,1.395,103.904,544188,"[[150, 345.587]]",[],[],"[[1491, 345.587]]",[],1.884,0,0,2.079,10
1337,116C,RIVERVALE DR,SENGKANG,1.382,103.903,543116,"[[151, 390.38]]",[],[],"[[1157, 390.38]]",[],1.319,0,0,0.83,10
1338,681D,WOODLANDS DR 62,WOODLANDS,1.44,103.804,734681,"[[241, 223.853]]","[[115, 296.726]]",[],"[[1495, 206.545]]",[],2.987,1.891,0,1.436,10
1339,683B,WOODLANDS DR 62,WOODLANDS,1.441,103.803,732683,"[[241, 193.007]]","[[115, 211.963]]",[],"[[1495, 129.364]]",[],3.355,2.118,0,1.888,10
1340,684D,WOODLANDS DR 73,WOODLANDS,1.441,103.805,734684,"[[245, 271.542]]","[[115, 400.634]]",[],"[[1495, 315.928]]",[],2.851,1.611,0,1.199,10
1341,672B,CHOA CHU KANG CRES,CHOA CHU KANG,1.402,103.747,682672,"[[282, 521.866]]","[[101, 494.009]]",[],"[[1332, 430.382]]",[],0.653,1.36,0,1.295,10
1342,967,HOUGANG AVE 9,HOUGANG,1.378,103.879,530967,"[[3, 257.828]]",[],[],"[[1524, 257.828]]",[],2.802,0,0,0.974,10
1343,971,HOUGANG ST 91,HOUGANG,1.378,103.88,530971,"[[3, 246.665]]",[],[],"[[1524, 246.665]]",[],2.886,0,0,1.298,10
1344,680C,JURONG WEST CTRL 1,JURONG WEST,1.345,103.706,643680,"[[416, 463.777]]","[[106, 737.689]]","[[95, 811.518]]","[[401, 253.112]]",[],2.06,0.705,0.468,1.738,10
1345,681C,JURONG WEST CTRL 1,JURONG WEST,1.344,103.705,643681,"[[416, 502.762]]","[[106, 670.864]]","[[95, 900.101]]","[[401, 175.384]]",[],2.152,0.885,0.248,2.033,10
1346,650A,JURONG WEST ST 61,JURONG WEST,1.338,103.697,641650,"[[417, 389.44]]","[[3, 66.754]]",[],"[[805, 389.44]]",[],2.504,2.509,0,1.704,10
1347,668A,JURONG WEST ST 64,JURONG WEST,1.342,103.703,641668,"[[424, 384.68]]","[[106, 504.038]]",[],"[[401, 352.853]]",[],2.36,1.931,0,2.641,10
1348,668C,JURONG WEST ST 64,JURONG WEST,1.341,103.703,643668,"[[424, 304.33]]","[[106, 423.729]]",[],"[[515, 375.181]]",[],2.423,2.102,0,2.735,10
1349,684B,JURONG WEST ST 64,JURONG WEST,1.344,103.704,642684,"[[420, 506.849]]","[[106, 617.392]]","[[95, 969.174]]","[[401, 165.629]]",[],2.216,1.029,0.077,2.266,10
1350,685A,JURONG WEST ST 64,JURONG WEST,1.343,103.704,641685,"[[424, 447.231]]","[[106, 559.166]]","[[95, 987.613]]","[[401, 216.206]]",[],2.277,1.218,0.031,2.415,10
1351,685B,JURONG WEST ST 64,JURONG WEST,1.343,103.704,642685,"[[424, 411.205]]","[[106, 524.185]]","[[95, 995.652]]","[[401, 250.516]]",[],2.31,1.373,0.011,2.488,10
1352,663C,JURONG WEST ST 65,JURONG WEST,1.338,103.702,643663,"[[424, 360.028]]","[[106, 408.823]]",[],"[[1497, 411.616]]",[],2.596,2.745,0,2.208,10
1353,667B,JURONG WEST ST 65,JURONG WEST,1.341,103.702,642667,"[[424, 452.226]]","[[106, 561.685]]",[],"[[401, 482.156]]",[],2.204,2.235,0,2.508,10
1354,259C,COMPASSVALE RD,SENGKANG,1.393,103.898,543259,"[[153, 286.404]]","[[73, 344.664]]",[],"[[475, 286.404]]",[],1.317,1.762,0,2.004,10
1355,250C,COMPASSVALE ST,SENGKANG,1.393,103.9,543250,"[[153, 497.275]]","[[73, 500.776]]",[],"[[1500, 492.193]]",[],1.503,1.342,0,2.151,10
1356,191B,RIVERVALE DR,SENGKANG,1.395,103.904,542191,"[[150, 316.096]]","[[73, 991.128]]",[],"[[1491, 316.096]]",[],1.795,0.024,0,2.068,10
1357,116B,RIVERVALE DR,SENGKANG,1.382,103.902,542116,"[[151, 384.222]]",[],[],"[[1157, 384.222]]",[],1.468,0,0,0.933,10
1358,679C,JURONG WEST CTRL 1,JURONG WEST,1.344,103.706,643679,"[[420, 450.31]]","[[106, 592.6]]","[[95, 729.126]]","[[515, 291.699]]",[],2.281,1.095,0.673,2.126,10
1359,685C,JURONG WEST CTRL 1,JURONG WEST,1.343,103.704,643685,"[[424, 372.982]]","[[106, 487.274]]",[],"[[401, 288.157]]",[],2.36,1.539,0,2.568,10
1360,663B,JURONG WEST ST 65,JURONG WEST,1.338,103.702,642663,"[[424, 441.714]]","[[3, 479.801]]",[],"[[1497, 500.918]]",[],2.643,2.746,0,2.072,10
1361,667A,JURONG WEST ST 65,JURONG WEST,1.342,103.701,641667,"[[417, 501.206]]","[[106, 617.74]]",[],"[[401, 408.865]]",[],2.175,1.953,0,2.509,10
1362,227D,COMPASSVALE DR,SENGKANG,1.387,103.901,544227,"[[151, 171.973]]","[[73, 843.345]]",[],"[[1157, 171.973]]",[],1.928,0.421,0,2.207,10
1363,188A,RIVERVALE DR,SENGKANG,1.394,103.905,541188,"[[150, 256.409]]",[],[],"[[1491, 256.409]]",[],2.072,0,0,2.504,10
1364,188B,RIVERVALE DR,SENGKANG,1.395,103.905,542188,"[[150, 287.184]]",[],[],"[[1491, 287.184]]",[],2.187,0,0,2.535,10
1365,192B,RIVERVALE DR,SENGKANG,1.394,103.903,542192,"[[150, 326.886]]","[[73, 887.005]]",[],"[[1491, 326.886]]",[],1.73,0.304,0,2.083,10
1366,117A,RIVERVALE DR,SENGKANG,1.383,103.903,541117,"[[151, 274.581]]",[],[],"[[1157, 274.581]]",[],1.519,0,0,1.061,10
1367,117B,RIVERVALE DR,SENGKANG,1.384,103.903,542117,"[[151, 230.018]]",[],[],"[[1157, 230.018]]",[],1.612,0,0,1.194,10
1368,186C,RIVERVALE DR,SENGKANG,1.393,103.905,543186,"[[150, 96.27]]",[],[],"[[1491, 96.27]]",[],2.056,0,0,2.702,10
1369,63A,LENGKOK BAHRU,BUKIT MERAH,1.29,103.815,151063,"[[64, 474.645]]","[[87, 149.135]]","[[80, 385.719]]","[[117, 28.959]]",[],1.919,2.287,4.497,3.75,10
1370,686C,JURONG WEST CTRL 1,JURONG WEST,1.342,103.704,643686,"[[424, 337.413]]","[[106, 451.537]]",[],"[[515, 293.687]]",[],2.393,1.649,0,2.635,10
1371,650B,JURONG WEST ST 61,JURONG WEST,1.338,103.696,642650,"[[417, 398.571]]","[[3, 120.357]]",[],"[[805, 398.571]]",[],2.451,2.365,0,1.831,10
1372,648C,JURONG WEST ST 61,JURONG WEST,1.339,103.698,643648,"[[417, 303.284]]","[[3, 168.67]]",[],"[[805, 303.284]]",[],2.422,2.496,0,1.971,10
1373,360B,ADMIRALTY DR,SEMBAWANG,1.449,103.815,752360,"[[256, 200.599]]","[[28, 536.251]]",[],"[[1095, 387.954]]",[],3.788,1.247,0,2.055,10
1374,353A,ADMIRALTY DR,SEMBAWANG,1.451,103.819,751353,"[[292, 115.525]]","[[28, 193.856]]",[],"[[1095, 115.525]]",[],4.722,2.167,0,3.441,10
1375,227B,COMPASSVALE DR,SENGKANG,1.387,103.901,542227,"[[151, 220.621]]","[[73, 765.404]]",[],"[[1157, 220.621]]",[],1.93,0.708,0,2.304,10
1376,250A,COMPASSVALE ST,SENGKANG,1.392,103.9,541250,"[[153, 560.186]]","[[73, 488.629]]",[],"[[1500, 482.793]]",[],1.572,1.375,0,2.353,10
1377,292B,COMPASSVALE ST,SENGKANG,1.395,103.899,542292,"[[153, 316.522]]","[[73, 548.619]]",[],"[[475, 316.522]]",[],1.473,1.213,0,1.683,10
1378,190B,RIVERVALE DR,SENGKANG,1.394,103.902,542190,"[[150, 376.052]]","[[73, 813.468]]",[],"[[1491, 376.052]]",[],1.695,0.501,0,2.094,10
1379,192A,RIVERVALE DR,SENGKANG,1.394,103.903,541192,"[[150, 308.464]]","[[73, 934.414]]",[],"[[1491, 308.464]]",[],1.748,0.176,0,2.054,10
1380,117C,RIVERVALE DR,SENGKANG,1.383,103.903,543117,"[[151, 294.172]]",[],[],"[[1157, 294.172]]",[],1.395,0,0,0.986,10
1381,679B,JURONG WEST CTRL 1,JURONG WEST,1.344,103.706,642679,"[[420, 450.879]]","[[106, 589.796]]","[[95, 766.559]]","[[515, 297.973]]",[],2.267,1.103,0.58,2.13,10
1382,686A,JURONG WEST CTRL 1,JURONG WEST,1.342,103.705,641686,"[[424, 266.49]]","[[106, 377.08]]","[[95, 972.617]]","[[515, 225.531]]",[],2.44,1.807,0.068,2.761,10
1383,648A,JURONG WEST ST 61,JURONG WEST,1.338,103.698,641648,"[[417, 362.234]]","[[3, 89.582]]",[],"[[805, 362.234]]",[],2.497,2.616,0,1.696,10
1384,648B,JURONG WEST ST 61,JURONG WEST,1.338,103.698,642648,"[[417, 373.152]]","[[3, 131.554]]",[],"[[805, 373.152]]",[],2.559,2.669,0,1.748,10
1385,665A,JURONG WEST ST 64,JURONG WEST,1.34,103.703,641665,"[[424, 259.771]]","[[106, 366.408]]",[],"[[1497, 361.549]]",[],2.397,2.502,0,2.724,10
1386,360C,ADMIRALTY DR,SEMBAWANG,1.449,103.815,753360,"[[256, 178.087]]","[[28, 596.608]]",[],"[[1095, 447.824]]",[],3.54,1.084,0,1.804,10
1387,250B,COMPASSVALE ST,SENGKANG,1.392,103.9,542250,"[[153, 514.872]]","[[73, 482.491]]",[],"[[1500, 475.034]]",[],1.534,1.391,0,2.236,10
1388,250D,COMPASSVALE ST,SENGKANG,1.393,103.9,544250,"[[153, 465.073]]","[[73, 512.301]]",[],"[[475, 465.073]]",[],1.439,1.311,0,2.021,10
1389,189C,RIVERVALE DR,SENGKANG,1.395,103.903,543189,"[[150, 417.159]]","[[73, 971.415]]",[],"[[1491, 417.159]]",[],1.919,0.077,0,1.977,10
1390,186D,RIVERVALE DR,SENGKANG,1.393,103.905,544186,"[[150, 166.681]]",[],[],"[[1491, 166.681]]",[],2.071,0,0,2.63,10
1391,119A,RIVERVALE DR,SENGKANG,1.384,103.903,541119,"[[151, 244.159]]",[],[],"[[1157, 244.159]]",[],1.531,0,0,1.295,10
1392,121A,RIVERVALE DR,SENGKANG,1.387,103.905,541121,"[[151, 417.112]]",[],[],"[[1157, 417.112]]",[],1.355,0,0,1.685,10
1393,122E,RIVERVALE DR,SENGKANG,1.388,103.906,545122,"[[150, 459.993]]",[],[],"[[1113, 418.29]]",[],1.349,0,0,1.836,10
1394,260A,SENGKANG EAST WAY,SENGKANG,1.393,103.896,541260,"[[153, 193.663]]","[[73, 161.115]]",[],"[[1396, 130.908]]",[],1.101,2.255,0,2.254,10
1395,596A,ANG MO KIO ST 52,ANG MO KIO,1.372,103.851,561596,"[[20, 340.814]]","[[112, 317.816]]","[[68, 374.963]]","[[675, 291.561]]",[],3.194,1.834,3.342,6.846,10
1396,686B,JURONG WEST CTRL 1,JURONG WEST,1.342,103.705,642686,"[[424, 296.965]]","[[106, 409.932]]","[[95, 989.47]]","[[515, 258.451]]",[],2.424,1.751,0.026,2.71,10
1397,649A,JURONG WEST ST 61,JURONG WEST,1.338,103.697,641649,"[[417, 390.4]]","[[3, 49.257]]",[],"[[805, 390.4]]",[],2.537,2.636,0,1.615,10
1398,356C,ADMIRALTY DR,SEMBAWANG,1.449,103.818,753356,"[[292, 99.86]]","[[28, 251.278]]",[],"[[1095, 99.86]]",[],4.674,2.013,0,3.194,10
1399,185A,RIVERVALE CRES,SENGKANG,1.393,103.907,541185,"[[150, 278.812]]",[],[],"[[325, 263.176]]",[],2.458,0,0,2.859,10
1400,185B,RIVERVALE CRES,SENGKANG,1.393,103.907,542185,"[[150, 236.77]]",[],[],"[[1491, 236.77]]",[],2.332,0,0,2.812,10
1401,185C,RIVERVALE CRES,SENGKANG,1.393,103.906,543185,"[[150, 212.52]]",[],[],"[[1491, 212.52]]",[],2.305,0,0,2.799,10
1402,191A,RIVERVALE DR,SENGKANG,1.394,103.903,541191,"[[150, 255.198]]","[[73, 917.93]]",[],"[[1491, 255.198]]",[],1.757,0.221,0,2.168,10
1403,186B,RIVERVALE DR,SENGKANG,1.393,103.906,542186,"[[150, 112.778]]",[],[],"[[1491, 112.778]]",[],2.134,0,0,2.774,10
1404,187B,RIVERVALE DR,SENGKANG,1.394,103.906,542187,"[[150, 272.746]]",[],[],"[[1491, 272.746]]",[],2.243,0,0,2.638,10
1405,261A,SENGKANG EAST WAY,SENGKANG,1.394,103.894,541261,"[[153, 189.175]]","[[73, 292.141]]",[],"[[475, 189.175]]",[],1.108,1.903,0,2.083,10
1406,261B,SENGKANG EAST WAY,SENGKANG,1.393,103.894,542261,"[[153, 227.765]]","[[73, 233.164]]",[],"[[1396, 141.899]]",[],1.055,2.061,0,2.243,10
1407,261C,SENGKANG EAST WAY,SENGKANG,1.393,103.895,543261,"[[153, 205.91]]","[[73, 192.661]]",[],"[[1396, 117.53]]",[],1.085,2.17,0,2.289,10
1408,63B,LENGKOK BAHRU,BUKIT MERAH,1.289,103.815,152063,"[[64, 444.431]]","[[87, 169.935]]","[[80, 369.126]]","[[682, 17.778]]",[],1.979,2.231,4.883,3.94,10
1409,674A,CHOA CHU KANG CRES,CHOA CHU KANG,1.402,103.747,681674,"[[282, 483.569]]","[[101, 466.453]]",[],"[[1332, 395.507]]",[],0.705,1.434,0,1.422,10
1410,356B,ADMIRALTY DR,SEMBAWANG,1.449,103.817,752356,"[[292, 143.992]]","[[28, 297.498]]",[],"[[1095, 143.992]]",[],4.591,1.888,0,3.045,10
1411,302A,ANCHORVALE LINK,SENGKANG,1.388,103.891,541302,"[[145, 644.326]]","[[86, 562.633]]",[],"[[1389, 66.856]]",[],0.723,2.087,0,1.909,10
1412,257A,COMPASSVALE RD,SENGKANG,1.392,103.898,541257,"[[153, 331.565]]","[[73, 252.455]]",[],"[[1500, 243.048]]",[],1.316,2.01,0,2.26,10
1413,203A,COMPASSVALE RD,SENGKANG,1.386,103.895,541203,"[[145, 489.038]]","[[86, 473.351]]",[],"[[796, 254.982]]",[],1.835,2.542,0,2.371,10
1414,225C,COMPASSVALE WALK,SENGKANG,1.388,103.899,543225,"[[151, 445.776]]","[[73, 526.304]]",[],"[[796, 346.678]]",[],1.855,1.596,0,2.524,10
1415,187A,RIVERVALE DR,SENGKANG,1.394,103.906,541187,"[[150, 220.415]]",[],[],"[[1491, 220.415]]",[],2.201,0,0,2.674,10
1416,120C,RIVERVALE DR,SENGKANG,1.385,103.904,543120,"[[151, 270.305]]",[],[],"[[1157, 270.305]]",[],1.523,0,0,1.548,10
1417,121B,RIVERVALE DR,SENGKANG,1.386,103.905,542121,"[[151, 376.276]]",[],[],"[[1157, 376.276]]",[],1.366,0,0,1.655,10
1418,112A,DEPOT RD,BUKIT MERAH,1.281,103.808,101112,"[[374, 245.251]]",[],"[[24, 610.426]]","[[636, 557.517]]",[],2.197,0,2.355,1.218,10
1419,680B,JURONG WEST CTRL 1,JURONG WEST,1.345,103.705,642680,"[[416, 474.151]]","[[106, 716.302]]","[[95, 833.359]]","[[401, 230.286]]",[],2.069,0.763,0.414,1.8,10
1420,669A,JURONG WEST ST 64,JURONG WEST,1.343,103.703,641669,"[[424, 458.623]]","[[106, 577.399]]",[],"[[401, 232.725]]",[],2.299,1.472,0,2.526,10
1421,660D,JURONG WEST ST 64,JURONG WEST,1.336,103.703,644660,"[[424, 402.959]]","[[106, 387.068]]",[],"[[1497, 395.731]]",[],2.506,2.489,0,1.784,10
1422,340B,SEMBAWANG CL,SEMBAWANG,1.447,103.818,752340,"[[293, 168.949]]","[[28, 287.393]]",[],"[[518, 168.949]]",[],3.807,1.916,0,2.52,10
1423,257B,COMPASSVALE RD,SENGKANG,1.393,103.897,542257,"[[153, 274.228]]","[[73, 194.245]]",[],"[[1500, 182.667]]",[],1.211,2.166,0,2.237,10
1424,203D,COMPASSVALE RD,SENGKANG,1.387,103.896,544203,"[[145, 571.216]]","[[73, 498.193]]",[],"[[796, 288.387]]",[],1.726,2.555,0,2.433,10
1425,190A,RIVERVALE DR,SENGKANG,1.395,103.903,541190,"[[150, 421.531]]","[[73, 893.642]]",[],"[[1491, 421.531]]",[],1.807,0.286,0,1.993,10
1426,119B,RIVERVALE DR,SENGKANG,1.384,103.903,542119,"[[151, 194.319]]",[],[],"[[1157, 194.319]]",[],1.661,0,0,1.421,10
1427,120A,RIVERVALE DR,SENGKANG,1.386,103.904,541120,"[[151, 273.22]]",[],[],"[[1157, 273.22]]",[],1.574,0,0,1.721,10
1428,120B,RIVERVALE DR,SENGKANG,1.386,103.904,542120,"[[151, 315.662]]",[],[],"[[1157, 315.662]]",[],1.46,0,0,1.614,10
1429,121C,SENGKANG EAST WAY,SENGKANG,1.386,103.905,543121,"[[151, 433.469]]",[],[],"[[1157, 433.469]]",[],1.271,0,0,1.53,10
1430,588,WOODLANDS DR 16,WOODLANDS,1.428,103.795,730588,"[[243, 330.976]]","[[38, 157.706]]",[],"[[1501, 330.976]]",[],1.519,2.264,0,0.262,10
1431,649B,JURONG WEST ST 61,JURONG WEST,1.338,103.698,642649,"[[417, 414.743]]","[[3, 98.547]]",[],"[[805, 414.743]]",[],2.619,2.73,0,1.561,10
1432,356A,ADMIRALTY DR,SEMBAWANG,1.449,103.817,751356,"[[292, 195.813]]","[[28, 357.662]]",[],"[[1095, 195.813]]",[],4.535,1.727,0,2.891,10
1433,504C,CANBERRA LINK,SEMBAWANG,1.45,103.824,753504,"[[293, 526.237]]","[[28, 411.643]]",[],"[[1518, 70.535]]",[],2.349,1.582,0,1.948,10
1434,340A,SEMBAWANG CL,SEMBAWANG,1.448,103.818,751340,"[[293, 172.242]]","[[28, 292.866]]",[],"[[518, 172.242]]",[],3.866,1.901,0,2.61,10
1435,295C,COMPASSVALE CRES,SENGKANG,1.397,103.9,543295,"[[153, 525.4]]","[[73, 799.456]]",[],"[[988, 447.6]]",[],1.591,0.973,0,1.573,10
1436,204C,COMPASSVALE DR,SENGKANG,1.388,103.895,543204,"[[145, 588.156]]","[[73, 464.95]]",[],"[[796, 373.956]]",[],1.542,2.636,0,2.411,10
1437,203C,COMPASSVALE RD,SENGKANG,1.387,103.895,543203,"[[145, 520.129]]","[[86, 499.118]]",[],"[[796, 284.625]]",[],1.759,2.574,0,2.389,10
1438,185D,RIVERVALE CRES,SENGKANG,1.394,103.906,544185,"[[150, 257.11]]",[],[],"[[1491, 257.11]]",[],2.364,0,0,2.775,10
1439,186A,RIVERVALE DR,SENGKANG,1.393,103.906,541186,"[[150, 134.275]]",[],[],"[[1491, 134.275]]",[],2.135,0,0,2.743,10
1440,119D,RIVERVALE DR,SENGKANG,1.385,103.904,544119,"[[151, 226.158]]",[],[],"[[1157, 226.158]]",[],1.631,0,0,1.63,10
1441,121D,SENGKANG EAST WAY,SENGKANG,1.386,103.905,544121,"[[151, 428.265]]",[],[],"[[1157, 428.265]]",[],1.202,0,0,1.392,10
1442,109B,DEPOT RD,BUKIT MERAH,1.281,103.809,102109,"[[374, 126.769]]",[],"[[24, 678.305]]","[[636, 623.214]]",[],2.149,0,2.251,1.165,10
1443,648D,JURONG WEST ST 61,JURONG WEST,1.339,103.698,644648,"[[417, 244.898]]","[[3, 208.909]]",[],"[[805, 244.898]]",[],2.296,2.298,0,2.126,10
1444,669D,JURONG WEST ST 64,JURONG WEST,1.343,103.703,644669,"[[424, 503.588]]","[[106, 620.802]]",[],"[[401, 172.482]]",[],2.236,1.218,0,2.417,10
1445,357B,ADMIRALTY DR,SEMBAWANG,1.45,103.817,752357,"[[292, 157.541]]","[[28, 331.101]]",[],"[[1095, 157.541]]",[],4.792,1.798,0,3.161,10
1446,350B,CANBERRA RD,SEMBAWANG,1.45,103.821,752350,"[[292, 244.87]]","[[28, 138.85]]",[],"[[1032, 160.258]]",[],3.935,2.315,0,3.116,10
1447,588C,MONTREAL DR,SEMBAWANG,1.45,103.825,753588,"[[293, 643.168]]","[[28, 528.425]]",[],"[[1518, 180.371]]",[],1.736,1.268,0,1.435,10
1448,303B,ANCHORVALE LINK,SENGKANG,1.387,103.89,542303,"[[145, 712.355]]","[[86, 622.794]]",[],"[[1389, 85.883]]",[],0.531,1.589,0,1.592,10
1449,204B,COMPASSVALE DR,SENGKANG,1.387,103.894,542204,"[[145, 534.098]]","[[86, 495.904]]",[],"[[796, 383.308]]",[],1.541,2.646,0,2.338,10
1450,119C,RIVERVALE DR,SENGKANG,1.385,103.903,543119,"[[151, 193.254]]",[],[],"[[1157, 193.254]]",[],1.684,0,0,1.587,10
1451,2C,BOON TIONG RD,BUKIT MERAH,1.287,103.833,166002,"[[72, 289.233]]","[[40, 606.233]]","[[22, 243.873]]","[[630, 292.653]]",[],5.396,1.713,5.728,3.468,10
